@RELATION snore_sound/model/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,not_snore}

@DATA
0.192672,0.011650,3.114135,0.304209,0.275474,1.512430,0.004518,0.360887,-24.589860,1.439417,-0.086875,-0.007105,-0.129876,0.096724,0.118012,0.054197,0.017297,0.023158,-0.047098,0.038345,-0.015942,0.010797,0.005705,0.031235,0.013262,0.016195,0.007101,0.047445,0.003685,0.005622,0.010598,0.039141,0.004448,0.019974,0.052146,0.015698,0.171242,0.043384,0.017677,0.473940,0.002256,0.155264,0.888670,0.377427,0.364203,0.267988,0.205755,0.206017,0.196652,0.193962,0.188682,0.170180,0.171145,0.168991,0.162070,0.009533,0.006596,0.020544,0.013289,0.014819,0.005680,0.031872,0.003532,0.004647,0.008328,0.023476,0.004143,0.007524,not_snore
0.202215,0.008600,3.169813,0.315580,0.281663,1.539454,0.004394,0.386580,-24.959723,1.433630,0.032686,-0.018345,-0.088913,0.041277,0.069112,0.043813,-0.003311,0.018703,-0.029670,0.014348,0.007811,0.011675,0.005921,0.031697,0.009437,0.012070,0.008532,0.056412,0.002717,0.005856,0.009675,0.042451,0.004031,0.022565,0.050771,0.011222,0.107908,0.037163,0.012712,0.443862,0.002432,0.146650,0.647706,0.314112,0.308021,0.223166,0.212315,0.183332,0.154139,0.160109,0.161528,0.140929,0.157807,0.141936,0.141076,0.011381,0.006900,0.021060,0.008632,0.007402,0.007791,0.036417,0.002313,0.005417,0.007383,0.027802,0.003250,0.008474,not_snore
0.202532,0.003423,3.165534,0.326442,0.287672,1.610418,0.003647,0.419693,-25.370668,1.318320,0.208117,0.067747,-0.060839,0.018717,0.055046,0.054424,0.045454,0.025048,-0.024106,0.001344,-0.008637,0.011071,0.003764,0.033540,0.008457,0.010918,0.006021,0.070892,0.002029,0.003958,0.008942,0.046361,0.006811,0.024876,0.038936,0.001809,0.128337,0.024257,0.006001,0.393602,0.001579,0.131722,0.313449,0.221985,0.162764,0.189947,0.147320,0.144831,0.137694,0.129939,0.132574,0.138468,0.117472,0.122721,0.124589,0.009830,0.002934,0.017338,0.005923,0.006352,0.004257,0.038763,0.001745,0.002844,0.004289,0.025675,0.003240,0.008156,not_snore
0.200151,0.005327,3.134881,0.315973,0.283234,1.550699,0.004087,0.381181,-24.977666,1.400589,0.007491,0.010606,-0.026882,0.053188,0.042470,0.062720,0.017724,0.054000,0.007685,0.002026,-0.006605,0.010612,0.005729,0.030713,0.009778,0.013914,0.006900,0.060011,0.003227,0.005742,0.008929,0.042531,0.005839,0.022416,0.050504,0.003166,0.135760,0.034059,0.009775,0.426077,0.001872,0.148432,0.479680,0.284492,0.266955,0.198956,0.207314,0.178841,0.178100,0.160268,0.145493,0.147697,0.130754,0.137220,0.116776,0.007387,0.005685,0.018374,0.009090,0.011027,0.005538,0.037766,0.003152,0.005368,0.006615,0.025020,0.006454,0.008652,not_snore
0.205488,0.036654,3.174041,0.329566,0.288453,1.624535,0.004032,0.415486,-22.030357,1.188900,0.123764,0.099245,0.023159,0.091759,0.100691,0.085382,-0.000199,-0.010176,-0.006675,0.017921,0.009196,0.008999,0.003366,0.035601,0.006591,0.009847,0.006218,0.072980,0.002272,0.004171,0.007343,0.052853,0.003061,0.027121,0.040243,0.012356,0.080955,0.016559,0.004003,0.384101,0.002036,0.126570,0.234163,0.167832,0.171476,0.185638,0.149462,0.134178,0.150324,0.146056,0.135687,0.141011,0.136595,0.146329,0.129062,0.007470,0.003150,0.023015,0.004149,0.005869,0.005479,0.046508,0.001845,0.003406,0.005057,0.031647,0.002020,0.009685,not_snore
0.192247,0.010097,3.153820,0.317530,0.284259,1.478041,0.004782,0.370438,-24.339650,1.367309,0.231714,0.080143,-0.104066,-0.088034,-0.030021,-0.016491,0.038746,0.060206,-0.001474,0.026416,0.015437,0.009387,0.005111,0.028757,0.008655,0.014292,0.012545,0.059402,0.002003,0.007516,0.009684,0.047167,0.005312,0.024946,0.050853,0.006996,0.123460,0.031583,0.010944,0.448828,0.002092,0.158553,0.548327,0.304413,0.279152,0.198254,0.228542,0.213549,0.186940,0.156828,0.159490,0.149381,0.152468,0.151046,0.148673,0.009363,0.006840,0.018851,0.009725,0.012674,0.015312,0.037223,0.002121,0.010848,0.009189,0.032337,0.005213,0.008543,not_snore
0.189371,0.008976,3.083700,0.296452,0.274689,1.423355,0.004496,0.330722,-24.552638,1.544972,-0.103556,-0.069510,-0.144808,0.056731,0.133976,0.061260,-0.073231,0.017241,-0.063825,-0.026030,-0.000591,0.015697,0.008034,0.034283,0.011885,0.016916,0.009599,0.048974,0.003507,0.006923,0.007763,0.031937,0.006442,0.020744,0.054463,0.010139,0.195390,0.047956,0.019234,0.497068,0.002041,0.168057,0.990807,0.442437,0.389765,0.269524,0.251201,0.185916,0.221547,0.172398,0.182175,0.148544,0.171079,0.158471,0.127009,0.015100,0.009298,0.020665,0.011577,0.015167,0.010489,0.037481,0.003473,0.005189,0.005564,0.022959,0.007267,0.008394,not_snore
0.185467,0.026895,3.101498,0.290282,0.263038,1.403631,0.006400,0.342725,-23.942104,1.520581,-0.304260,-0.181901,-0.265853,0.095927,0.184547,0.099372,-0.072195,0.040429,-0.081947,-0.018583,0.002244,0.015723,0.011084,0.025176,0.013037,0.015119,0.008512,0.037661,0.003925,0.007007,0.008978,0.026635,0.006108,0.018850,0.081863,0.033786,0.185089,0.067513,0.029423,0.537352,0.003728,0.189113,1.259172,0.408834,0.471727,0.231020,0.325065,0.257672,0.238803,0.196492,0.212598,0.183393,0.199807,0.165020,0.139563,0.016530,0.015737,0.018339,0.015443,0.014739,0.010160,0.027281,0.004111,0.007018,0.007792,0.023469,0.006732,0.008256,not_snore
0.174132,0.020433,3.038128,0.281295,0.269348,1.238763,0.006395,0.280630,-24.087625,1.700803,-0.214286,-0.201844,-0.225732,-0.038975,0.183833,0.147324,-0.075100,0.019580,-0.038425,-0.038463,0.002812,0.020118,0.010227,0.031089,0.012750,0.015277,0.007800,0.040144,0.004547,0.007161,0.006986,0.030221,0.006969,0.019984,0.060025,0.024883,0.205412,0.053836,0.022968,0.498437,0.003524,0.173002,1.119266,0.515425,0.516232,0.272283,0.288097,0.242518,0.250836,0.226137,0.199231,0.171906,0.165394,0.157002,0.144452,0.019840,0.013595,0.020305,0.014048,0.011563,0.007897,0.029693,0.007947,0.006552,0.005458,0.026374,0.008440,0.007291,not_snore
0.187109,0.015438,3.105479,0.297699,0.272986,1.405314,0.005044,0.336000,-24.356649,1.577310,-0.189301,-0.107075,-0.103233,-0.000731,0.115513,0.027656,-0.103620,0.040677,0.033835,0.018211,-0.001016,0.009737,0.004796,0.027107,0.011576,0.021730,0.012699,0.048347,0.004081,0.006674,0.009192,0.034223,0.007600,0.020802,0.064302,0.015767,0.161730,0.052308,0.020091,0.466814,0.002267,0.170623,0.880067,0.358380,0.446105,0.230257,0.246131,0.187698,0.209149,0.200860,0.191061,0.133826,0.157413,0.145130,0.132751,0.008748,0.005510,0.020014,0.010370,0.012434,0.006853,0.032259,0.005964,0.005971,0.007701,0.022729,0.006100,0.007825,not_snore
0.210832,0.016687,3.128309,0.318963,0.278771,1.613975,0.004633,0.396852,-24.667602,1.334613,-0.159764,-0.022318,-0.018929,0.024643,0.144763,0.096270,-0.081454,-0.057280,-0.022035,0.036569,0.007693,0.009216,0.005778,0.028635,0.010948,0.013650,0.009488,0.051908,0.002855,0.005935,0.007525,0.036093,0.004165,0.020327,0.061636,0.021325,0.165900,0.045671,0.017356,0.438483,0.002465,0.164834,0.890993,0.299395,0.470192,0.223217,0.255802,0.230438,0.183628,0.198495,0.175723,0.178957,0.161515,0.162543,0.144902,0.006226,0.007323,0.018924,0.010766,0.011156,0.008867,0.038062,0.002762,0.005704,0.005960,0.024834,0.003782,0.008670,not_snore
0.226212,0.007526,3.148927,0.333743,0.285426,1.680074,0.004268,0.446490,-25.072806,1.302480,0.047664,0.070441,-0.025810,0.075240,0.100470,0.061431,-0.008588,0.017510,-0.039224,0.011358,0.000533,0.009054,0.004174,0.033843,0.012182,0.013040,0.005969,0.056660,0.002368,0.004520,0.008623,0.040370,0.004191,0.022416,0.078193,0.009461,0.143389,0.051546,0.013771,0.514379,0.002477,0.188551,0.669744,0.347832,0.272778,0.227752,0.217628,0.196932,0.167163,0.160162,0.149513,0.176274,0.162774,0.142770,0.128270,0.006706,0.003799,0.022682,0.013263,0.009150,0.005015,0.036626,0.002408,0.003912,0.007180,0.026425,0.004554,0.007762,not_snore
0.210746,0.010333,3.169900,0.326986,0.285673,1.644011,0.004314,0.425297,-24.216498,1.298447,0.193559,0.104835,-0.061380,0.012534,0.038712,0.037847,0.019332,0.021914,-0.003219,-0.001774,-0.019652,0.011058,0.004902,0.035524,0.010198,0.011642,0.006386,0.061814,0.002149,0.004863,0.009693,0.044164,0.004305,0.024645,0.051303,0.007289,0.080737,0.030204,0.008103,0.465115,0.002598,0.152984,0.435032,0.295859,0.193074,0.181613,0.184610,0.159886,0.165628,0.138172,0.138133,0.140269,0.142815,0.136095,0.140187,0.008528,0.005821,0.026133,0.011463,0.008053,0.005261,0.044211,0.001857,0.003521,0.008548,0.026759,0.004009,0.009421,not_snore
0.208116,0.005858,3.163228,0.325606,0.286407,1.615394,0.003701,0.412703,-24.772573,1.339704,0.233911,0.131750,-0.066611,-0.022469,0.018163,0.061372,0.043141,0.049884,-0.002466,-0.004600,-0.026784,0.012327,0.005510,0.039822,0.009462,0.010813,0.005413,0.064667,0.001946,0.005931,0.009706,0.042611,0.004460,0.024683,0.049302,0.003654,0.094547,0.031528,0.007336,0.466843,0.001689,0.152887,0.429629,0.323831,0.202941,0.175465,0.198112,0.153760,0.163663,0.162897,0.154832,0.133612,0.135400,0.134691,0.145771,0.011012,0.006594,0.023305,0.010203,0.006414,0.003970,0.041585,0.001424,0.004417,0.008169,0.026301,0.003538,0.008488,not_snore
0.212025,0.003699,3.187120,0.331916,0.288282,1.684553,0.003689,0.436433,-25.315736,1.182253,0.136095,0.139078,-0.016743,0.040558,0.066892,0.068704,0.006575,0.015602,0.033555,0.012985,0.005385,0.008602,0.003985,0.034979,0.006826,0.011807,0.006195,0.069088,0.002318,0.004113,0.006928,0.051585,0.003742,0.026170,0.037057,0.001832,0.070944,0.018057,0.006126,0.370527,0.001618,0.116591,0.277402,0.194860,0.172450,0.163394,0.150273,0.149604,0.153692,0.140208,0.135248,0.132699,0.141782,0.125487,0.111534,0.005926,0.004670,0.022329,0.004585,0.007856,0.005284,0.042662,0.001907,0.002774,0.004305,0.030716,0.002624,0.009043,not_snore
0.218516,0.033552,3.183929,0.339300,0.288759,1.761215,0.004043,0.456244,-22.165179,1.062770,0.208014,0.218271,0.060989,0.086530,0.043871,0.060167,0.023477,0.013762,0.005970,0.015860,0.011533,0.008160,0.002788,0.037125,0.006346,0.009896,0.004775,0.068308,0.002107,0.003666,0.007065,0.053549,0.003150,0.027016,0.042724,0.010905,0.075787,0.014610,0.003951,0.438433,0.002466,0.131375,0.184410,0.166120,0.138335,0.145711,0.142992,0.133784,0.145638,0.143972,0.118816,0.136349,0.130669,0.135504,0.132559,0.005623,0.001971,0.022850,0.004946,0.006192,0.002982,0.046719,0.001374,0.002377,0.004700,0.034396,0.002069,0.009330,not_snore
0.224152,0.008098,3.261777,0.220320,0.241979,1.272269,0.003673,0.448055,-47.076338,-0.833958,0.595750,0.216892,-0.724499,1.199255,-1.194953,0.931791,-0.322446,-0.315386,0.880518,-1.128965,1.064507,0.000087,0.000010,0.070750,0.000049,0.000251,0.000033,0.016314,0.000006,0.000018,0.000178,0.099276,0.000012,0.035709,0.003867,0.004539,0.032907,0.004429,0.004162,0.021978,0.003977,0.007302,0.413216,0.062187,0.017001,0.036507,0.027501,0.025299,0.033108,0.021960,0.016688,0.017069,0.022258,0.028346,0.025572,0.000090,0.000009,0.011499,0.000048,0.000228,0.000034,0.009732,0.000006,0.000018,0.000187,0.003659,0.000010,0.002102,not_snore
0.018603,0.036120,2.865971,0.115182,0.189222,0.117364,0.021196,0.012506,-26.135018,2.150188,0.123835,0.989736,0.202496,0.317795,0.140270,0.301749,0.034443,0.161220,0.098988,0.059327,0.106035,0.001426,0.000242,0.165964,0.001203,0.005489,0.000700,0.214550,0.000150,0.000385,0.001832,0.049911,0.000266,0.083625,0.008200,0.021376,0.185787,0.024068,0.027631,0.059427,0.015357,0.004787,0.630142,0.184881,0.156356,0.206258,0.136713,0.143890,0.131731,0.138813,0.127784,0.129743,0.127299,0.119791,0.119419,0.001430,0.000203,0.094776,0.001201,0.005581,0.000722,0.097159,0.000134,0.000343,0.001735,0.033727,0.000248,0.015027,not_snore
0.099555,0.022215,3.158363,0.150916,0.163863,0.778592,0.010239,0.120444,-23.796007,2.408078,-1.144121,0.447020,0.255508,0.022918,-0.127880,-0.023355,-0.181400,-0.117333,0.027996,0.056864,-0.055415,0.013415,0.007832,0.015584,0.014479,0.017097,0.020152,0.018714,0.007279,0.010361,0.015894,0.014729,0.008601,0.017406,0.010121,0.010400,0.081581,0.014067,0.018157,0.173338,0.004710,0.010789,0.292486,0.218664,0.195551,0.209300,0.222295,0.208960,0.233740,0.206211,0.222040,0.220924,0.213977,0.207652,0.181363,0.015075,0.011600,0.014035,0.016511,0.014535,0.021505,0.013958,0.010345,0.011978,0.016574,0.016683,0.013329,0.010261,not_snore
0.019085,0.052212,2.893181,0.096740,0.174664,0.107034,0.018497,0.020670,-24.934298,3.389346,-0.286761,0.868435,0.452699,0.286639,0.143829,0.100263,0.131088,0.087234,0.046353,0.136331,0.057693,0.004672,0.000461,0.131105,0.002730,0.022458,0.001809,0.180041,0.000332,0.001092,0.006707,0.048759,0.000538,0.066003,0.006612,0.022526,0.172233,0.025932,0.030965,0.047758,0.009869,0.006427,0.554838,0.403221,0.301403,0.223835,0.143635,0.136332,0.130022,0.132038,0.130267,0.130425,0.128416,0.134643,0.130796,0.004474,0.000373,0.073016,0.002665,0.019255,0.001650,0.087374,0.000320,0.000920,0.006365,0.035125,0.000447,0.015632,not_snore
0.019429,0.049858,2.947581,0.090774,0.167864,0.086442,0.018127,0.025421,-25.132540,3.674757,0.040027,0.979666,0.486753,0.222439,0.035366,0.017655,0.031540,0.017670,-0.002362,0.086006,0.022303,0.009819,0.000396,0.140069,0.007187,0.023897,0.004511,0.138267,0.000234,0.001248,0.012585,0.039574,0.000490,0.057679,0.005754,0.018316,0.146181,0.027047,0.034292,0.039593,0.008427,0.005453,0.605615,0.447540,0.284753,0.239948,0.147987,0.148476,0.142310,0.142118,0.131520,0.130580,0.133879,0.129467,0.121792,0.009191,0.000347,0.068991,0.007174,0.017741,0.004813,0.071993,0.000223,0.001155,0.010455,0.026745,0.000407,0.014703,not_snore
0.017610,0.056163,2.918573,0.091127,0.170537,0.075330,0.019511,0.021227,-25.215246,3.527313,0.052275,1.001163,0.580957,0.347723,0.138930,0.108038,0.097822,0.057599,0.029247,0.084608,0.008015,0.004839,0.000302,0.120179,0.004409,0.024274,0.002208,0.143096,0.000187,0.000713,0.015954,0.056290,0.000332,0.057007,0.005042,0.021260,0.164744,0.027475,0.034521,0.037423,0.009318,0.004137,0.660159,0.441872,0.287132,0.238658,0.146635,0.137639,0.133850,0.133506,0.126511,0.122835,0.121422,0.126470,0.124421,0.004823,0.000249,0.062996,0.004354,0.019148,0.002094,0.069326,0.000187,0.000607,0.014124,0.039406,0.000269,0.012756,not_snore
0.017942,0.033206,2.879559,0.095292,0.173560,0.098798,0.019082,0.019110,-25.749132,3.310332,-0.247675,0.868942,0.467529,0.304172,0.133963,0.139527,0.158971,0.150243,0.090314,0.126504,0.051291,0.003413,0.000407,0.140959,0.002092,0.017000,0.001371,0.183011,0.000262,0.000879,0.007672,0.048149,0.000464,0.068520,0.006129,0.013657,0.182561,0.026483,0.032254,0.045227,0.010122,0.005624,0.587254,0.384231,0.291055,0.210297,0.146974,0.138352,0.137613,0.134950,0.134022,0.132285,0.132979,0.130896,0.126139,0.003182,0.000351,0.076631,0.001911,0.013643,0.001217,0.085218,0.000252,0.000766,0.007264,0.035572,0.000382,0.015169,not_snore
0.018535,0.041405,2.909128,0.094596,0.171909,0.101073,0.017884,0.020749,-25.375390,3.428459,-0.335646,0.827373,0.435448,0.250041,0.089106,0.055668,0.105961,0.123435,0.083310,0.115240,0.035954,0.004334,0.000457,0.156270,0.002829,0.015547,0.001759,0.177069,0.000336,0.001228,0.006654,0.045421,0.000515,0.071410,0.006672,0.017361,0.166517,0.025561,0.031008,0.044402,0.010062,0.007152,0.555117,0.403677,0.311414,0.224188,0.150166,0.139771,0.134153,0.135369,0.128587,0.127871,0.124897,0.130244,0.125581,0.004301,0.000400,0.082533,0.002828,0.012769,0.001632,0.086739,0.000335,0.001021,0.006048,0.032282,0.000444,0.015866,not_snore
0.017940,0.038726,2.908782,0.090661,0.169894,0.081148,0.018706,0.021486,-25.658198,3.570245,-0.093176,0.939304,0.538483,0.289346,0.112013,0.077642,0.090944,0.060936,0.021354,0.081196,-0.000636,0.007301,0.000355,0.140303,0.003459,0.025786,0.001558,0.164125,0.000225,0.000908,0.011321,0.039328,0.000399,0.064311,0.005821,0.015767,0.164808,0.026505,0.033195,0.037772,0.009586,0.004892,0.649791,0.464972,0.311941,0.232619,0.139124,0.134375,0.136534,0.137930,0.131598,0.132771,0.126981,0.134302,0.120292,0.007079,0.000314,0.074845,0.003387,0.021578,0.001522,0.082435,0.000222,0.000822,0.010321,0.026401,0.000323,0.016800,not_snore
0.019934,0.033167,2.912483,0.093321,0.169385,0.100781,0.018207,0.022450,-25.579225,3.534072,-0.203517,0.923729,0.472546,0.319263,0.140868,0.112507,0.153354,0.140631,0.085354,0.122818,0.014917,0.006390,0.000468,0.132666,0.002761,0.030011,0.001768,0.145526,0.000308,0.001008,0.009872,0.046978,0.000539,0.058704,0.006057,0.013899,0.165406,0.026801,0.033608,0.043820,0.008587,0.005659,0.594482,0.427376,0.330254,0.232919,0.150592,0.131957,0.131678,0.132169,0.127573,0.135933,0.129858,0.129018,0.131746,0.006263,0.000391,0.071052,0.002623,0.024540,0.001509,0.078668,0.000282,0.000789,0.008307,0.032930,0.000463,0.014424,not_snore
0.020635,0.034550,2.930584,0.092806,0.167189,0.109906,0.018896,0.023732,-25.413211,3.535433,-0.328930,0.839055,0.419803,0.239315,0.078110,0.069371,0.110439,0.082280,0.049835,0.117902,0.020896,0.007124,0.000553,0.139292,0.003095,0.018965,0.002126,0.168946,0.000367,0.001257,0.009198,0.045602,0.000608,0.065323,0.006687,0.014766,0.149751,0.024234,0.030600,0.044616,0.010225,0.006846,0.491972,0.391217,0.288327,0.214196,0.145002,0.139363,0.134921,0.139022,0.131698,0.135334,0.132898,0.129775,0.125926,0.006230,0.000469,0.079460,0.003011,0.015375,0.001610,0.088312,0.000354,0.001054,0.008490,0.032728,0.000480,0.016224,not_snore
0.020409,0.040700,2.904226,0.098801,0.173639,0.130368,0.018670,0.021587,-25.229018,3.197572,-0.389336,0.883629,0.408579,0.306948,0.112615,0.107694,0.105922,0.113084,0.063478,0.123002,0.074731,0.004311,0.000523,0.166879,0.002304,0.014847,0.001990,0.176896,0.000368,0.001005,0.004820,0.039125,0.000582,0.071984,0.007814,0.018168,0.177525,0.025377,0.031623,0.057651,0.010450,0.009573,0.532566,0.351185,0.301304,0.220264,0.152347,0.150851,0.137786,0.132374,0.133544,0.135604,0.132571,0.130410,0.128034,0.003842,0.000401,0.086828,0.002091,0.013057,0.001838,0.090932,0.000352,0.000835,0.004162,0.027610,0.000476,0.015092,not_snore
0.015936,0.046446,2.902638,0.096301,0.175319,0.092532,0.019040,0.016556,-25.696406,3.180965,-0.270073,0.758221,0.402222,0.334749,0.109869,0.161990,0.092113,0.106766,0.079360,0.110139,0.073071,0.002829,0.000378,0.139169,0.001690,0.011920,0.001259,0.236806,0.000283,0.000740,0.003938,0.032468,0.000416,0.079991,0.006494,0.025043,0.180634,0.027783,0.033309,0.047598,0.011721,0.006109,0.652994,0.369992,0.293902,0.206308,0.145388,0.136945,0.132069,0.132633,0.128982,0.124557,0.128116,0.129706,0.123203,0.002817,0.000319,0.077909,0.001525,0.010754,0.001143,0.091602,0.000260,0.000615,0.003510,0.025567,0.000376,0.016280,not_snore
0.020406,0.048974,2.900183,0.100928,0.177200,0.132714,0.018310,0.020958,-24.847082,3.226897,-0.427459,0.857435,0.418702,0.269121,0.107307,0.100357,0.138897,0.106567,0.061734,0.115986,0.048819,0.003932,0.000562,0.149430,0.002315,0.017670,0.001870,0.192605,0.000404,0.001138,0.005476,0.037708,0.000638,0.071317,0.007293,0.022314,0.171493,0.024341,0.028925,0.055226,0.010062,0.007849,0.491995,0.350637,0.294651,0.208339,0.144095,0.144844,0.134140,0.137203,0.136719,0.130768,0.126102,0.128917,0.130910,0.003632,0.000446,0.080686,0.002126,0.014871,0.001740,0.090183,0.000395,0.000949,0.004938,0.028341,0.000517,0.016002,not_snore
0.020212,0.032029,2.921724,0.099559,0.175457,0.125071,0.016888,0.022534,-25.641221,3.301325,-0.382689,0.791015,0.401155,0.256575,0.107117,0.114972,0.137115,0.077239,0.037862,0.123843,0.064745,0.003856,0.000592,0.131955,0.002847,0.017491,0.002169,0.201844,0.000388,0.001194,0.005952,0.042670,0.000683,0.071135,0.008092,0.016330,0.168127,0.025840,0.030959,0.055498,0.009600,0.009286,0.493871,0.372330,0.286226,0.211872,0.142937,0.142170,0.143732,0.131007,0.129733,0.127952,0.125401,0.124648,0.121081,0.003705,0.000513,0.076692,0.002555,0.014668,0.002063,0.091662,0.000408,0.000903,0.005545,0.030595,0.000576,0.017026,not_snore
0.018002,0.030149,2.882549,0.096398,0.174751,0.106180,0.020194,0.018060,-26.130002,3.219713,-0.361084,0.863763,0.428481,0.271540,0.097725,0.091439,0.128461,0.097074,0.067824,0.147909,0.059838,0.003004,0.000429,0.132101,0.002175,0.013808,0.001378,0.235442,0.000303,0.000974,0.004945,0.032810,0.000484,0.079031,0.006579,0.013880,0.172946,0.024603,0.029280,0.048178,0.012622,0.006945,0.512581,0.349083,0.285438,0.209746,0.141876,0.140932,0.136885,0.137952,0.132497,0.123586,0.126273,0.126848,0.121725,0.002766,0.000375,0.080323,0.002237,0.011720,0.001292,0.099139,0.000331,0.000917,0.004377,0.025936,0.000396,0.016865,not_snore
0.021515,0.027319,2.906939,0.097492,0.171752,0.133881,0.018625,0.023181,-25.603373,3.336636,-0.443655,0.855691,0.376372,0.263800,0.094523,0.106541,0.132764,0.091642,0.067656,0.131204,0.071927,0.004009,0.000646,0.132934,0.003002,0.019121,0.001931,0.189857,0.000406,0.001350,0.006294,0.044762,0.000637,0.068686,0.006877,0.013115,0.162524,0.023188,0.028545,0.052123,0.010232,0.008843,0.468572,0.348165,0.298038,0.214859,0.145331,0.146725,0.136042,0.133107,0.135370,0.135702,0.130533,0.132180,0.123914,0.003812,0.000538,0.077400,0.002815,0.014772,0.001670,0.092629,0.000406,0.001138,0.005479,0.035205,0.000516,0.016307,not_snore
0.022612,0.063373,2.912228,0.099730,0.173699,0.150026,0.016548,0.024532,-24.295370,3.306108,-0.516907,0.824143,0.371602,0.217526,0.076833,0.098297,0.130522,0.095295,0.077668,0.147022,0.059719,0.004297,0.000738,0.136176,0.003322,0.017513,0.002187,0.193134,0.000413,0.001551,0.005332,0.042991,0.000712,0.069338,0.007642,0.027204,0.174601,0.022587,0.027578,0.056174,0.009915,0.010007,0.442793,0.342427,0.292312,0.206923,0.147818,0.141405,0.138080,0.135189,0.150127,0.138847,0.127661,0.125992,0.123725,0.003957,0.000569,0.075854,0.003078,0.013719,0.001858,0.092438,0.000415,0.001296,0.004578,0.031213,0.000544,0.016759,not_snore
0.022255,0.011689,2.909939,0.097990,0.171286,0.148469,0.016593,0.023959,-26.781023,3.320877,-0.507807,0.851148,0.361931,0.235309,0.093990,0.077803,0.118579,0.087566,0.050928,0.127721,0.094741,0.004185,0.000813,0.139122,0.003194,0.016745,0.002056,0.190725,0.000452,0.001553,0.005805,0.044689,0.000675,0.070170,0.007876,0.005900,0.170920,0.022454,0.027699,0.060020,0.009091,0.009964,0.467550,0.353047,0.292404,0.215162,0.149800,0.141723,0.132791,0.138264,0.136094,0.134101,0.130650,0.130404,0.126698,0.003699,0.000734,0.078796,0.003126,0.013441,0.001708,0.092579,0.000440,0.001327,0.004911,0.032287,0.000553,0.016037,not_snore
0.097766,0.028414,3.210124,0.161657,0.169992,1.114760,0.004617,0.162397,-22.321436,1.774172,-0.587182,0.781518,0.108410,0.302795,0.005584,0.146442,-0.011233,-0.016614,-0.040989,0.038807,-0.022623,0.015684,0.005161,0.035724,0.013584,0.025785,0.008371,0.042331,0.003818,0.005717,0.016321,0.040475,0.005158,0.019902,0.013076,0.005969,0.051157,0.010635,0.010838,0.132276,0.001341,0.018431,0.348331,0.193616,0.162532,0.151790,0.140569,0.144235,0.140035,0.139527,0.136319,0.138946,0.136215,0.139442,0.131502,0.009922,0.003429,0.017110,0.007826,0.013844,0.005024,0.020945,0.003160,0.003517,0.008762,0.020917,0.003396,0.005289,not_snore
