@RELATION snore_sound/model/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,not_snore}

@DATA
0.030390,0.004108,2.727524,0.163604,0.239059,0.185606,0.028227,0.018200,-29.287804,1.896775,0.273236,0.457556,0.102794,0.207754,0.075292,0.204627,0.134697,0.089816,0.086567,0.112880,0.069391,0.001174,0.000432,0.110382,0.000796,0.002494,0.000606,0.222332,0.000145,0.000446,0.001309,0.049700,0.000575,0.073689,0.024390,0.002664,0.238167,0.036290,0.020245,0.187762,0.019412,0.025283,1.163369,0.410765,0.192214,0.163910,0.170093,0.135766,0.138988,0.172846,0.130894,0.134560,0.125485,0.131480,0.122524,0.001291,0.000712,0.079217,0.000885,0.002543,0.000688,0.109312,0.000189,0.000571,0.001332,0.036883,0.001052,0.023173,snore
0.034318,0.000938,2.657884,0.166262,0.246105,0.149928,0.031794,0.019075,-31.947990,2.012856,0.335985,0.437032,0.162406,0.205960,0.068983,0.208925,0.082766,0.095378,0.056421,0.077694,0.073553,0.001245,0.000263,0.110649,0.000558,0.001899,0.000409,0.203168,0.000117,0.000324,0.000993,0.057212,0.000270,0.069945,0.034145,0.001024,0.266265,0.055403,0.031873,0.206289,0.021820,0.048779,1.144082,0.418177,0.196138,0.185598,0.172427,0.128279,0.147346,0.146642,0.171942,0.135743,0.128320,0.125267,0.125537,0.001823,0.000545,0.080055,0.000697,0.001974,0.000456,0.106982,0.000177,0.000422,0.001332,0.038001,0.000445,0.022408,snore
0.220889,0.002777,3.147349,0.292900,0.250414,1.257240,0.005084,0.363944,-29.331311,1.901209,-0.014525,0.304788,0.335894,0.261491,0.100941,0.213697,0.235979,-0.246208,-0.008405,-0.052106,0.084570,0.006191,0.003898,0.045487,0.011544,0.015900,0.004099,0.092840,0.001146,0.002122,0.011709,0.034701,0.002723,0.034317,0.083947,0.002328,0.102248,0.051579,0.021893,0.399824,0.002638,0.143331,1.074188,0.367715,0.310068,0.299419,0.285370,0.242765,0.198040,0.185888,0.173891,0.212239,0.166326,0.168158,0.145717,0.005845,0.004435,0.031671,0.010202,0.013601,0.003676,0.068389,0.001090,0.001831,0.011599,0.023700,0.002768,0.016464,snore
0.190985,0.007233,3.132312,0.282900,0.262432,1.315646,0.004563,0.356328,-28.326677,1.824126,-0.033010,0.467736,0.416252,0.347537,0.031837,0.127979,0.203007,-0.241962,0.056695,-0.039037,0.116232,0.006409,0.002887,0.065650,0.010084,0.019546,0.004754,0.082536,0.001621,0.002894,0.012032,0.038614,0.002972,0.034202,0.072685,0.005249,0.126032,0.041843,0.018617,0.362496,0.002031,0.159072,1.276438,0.310289,0.304452,0.287664,0.203073,0.259856,0.200040,0.185429,0.170502,0.201017,0.152501,0.165109,0.146780,0.004948,0.002101,0.039754,0.009788,0.014011,0.003804,0.058654,0.001898,0.002354,0.009989,0.027214,0.002587,0.014209,snore
0.266729,0.009862,3.121796,0.324330,0.254717,1.320331,0.005766,0.393361,-27.472235,1.832309,-0.038798,0.464272,0.367250,0.319896,0.004782,0.121761,0.212723,-0.213362,0.053047,-0.058583,0.122697,0.005963,0.002590,0.054838,0.011674,0.017983,0.004159,0.059342,0.001300,0.002301,0.009237,0.026981,0.003603,0.026405,0.081588,0.007304,0.123960,0.054294,0.023209,0.363525,0.002983,0.140375,0.953739,0.279990,0.287656,0.249846,0.203441,0.233617,0.207211,0.184276,0.172124,0.188128,0.151228,0.155962,0.150759,0.005009,0.002093,0.037208,0.011199,0.014528,0.003207,0.045235,0.001244,0.001972,0.008346,0.019422,0.003524,0.012654,snore
0.214363,0.007164,3.117900,0.291257,0.254745,1.283434,0.005258,0.361962,-28.028006,1.991857,-0.224020,0.455414,0.389381,0.377677,-0.035696,-0.005867,0.165362,-0.199754,0.032710,-0.048072,0.097022,0.007428,0.003190,0.062219,0.014473,0.021475,0.006260,0.053446,0.001794,0.003488,0.012416,0.033401,0.003483,0.027588,0.081630,0.004676,0.134400,0.051890,0.020839,0.344184,0.002301,0.139813,1.291080,0.302051,0.343593,0.256981,0.212999,0.266682,0.218406,0.175906,0.166544,0.198334,0.160373,0.146509,0.138847,0.005438,0.002392,0.041113,0.014157,0.017661,0.005201,0.038058,0.001549,0.002841,0.010290,0.024093,0.003030,0.011950,snore
0.252092,0.003922,3.148629,0.314194,0.252515,1.368006,0.004872,0.397453,-29.970534,1.629695,-0.109820,0.502221,0.223763,0.307390,-0.030004,0.123354,0.193558,-0.188605,0.074444,0.016803,0.081750,0.006678,0.003390,0.061338,0.010208,0.014555,0.004334,0.071017,0.001625,0.002587,0.007677,0.027866,0.003450,0.029107,0.062315,0.002250,0.122066,0.039448,0.019303,0.405515,0.001913,0.112006,0.813470,0.360981,0.243093,0.217173,0.211609,0.200368,0.175453,0.143078,0.148660,0.171227,0.149400,0.158589,0.148858,0.004953,0.002690,0.037690,0.008194,0.011358,0.003443,0.054486,0.001367,0.001837,0.005763,0.018934,0.003045,0.014741,snore
0.244476,0.017520,3.160582,0.318662,0.260528,1.502544,0.004353,0.409932,-24.578524,1.544832,0.125449,0.291435,0.364841,0.063071,0.071634,0.124980,0.187513,-0.077769,0.103831,0.001270,0.085082,0.006629,0.003580,0.072772,0.007990,0.012352,0.004156,0.079764,0.001897,0.003099,0.007700,0.026337,0.003030,0.031714,0.061723,0.015047,0.099079,0.031661,0.013814,0.352583,0.001678,0.115893,0.398270,0.227283,0.242842,0.219339,0.173282,0.167024,0.176187,0.156733,0.172947,0.192028,0.151977,0.146385,0.146324,0.005363,0.003674,0.040589,0.006689,0.008387,0.003252,0.058108,0.002690,0.002199,0.005738,0.017694,0.002433,0.014742,snore
0.275796,0.011003,3.158074,0.337715,0.265588,1.506359,0.004220,0.463028,-25.565636,1.689302,0.146659,0.248751,0.332565,0.081455,0.138689,0.140216,0.152384,-0.036552,0.082909,0.015163,0.092752,0.005854,0.002548,0.068468,0.006100,0.013631,0.004205,0.064292,0.001938,0.003132,0.008774,0.032253,0.002622,0.028296,0.075618,0.007121,0.097041,0.040188,0.014050,0.317935,0.001207,0.120208,0.271881,0.186411,0.207871,0.177669,0.178151,0.175607,0.162981,0.154991,0.154278,0.160346,0.145116,0.145071,0.140369,0.003919,0.001866,0.042269,0.003982,0.009500,0.003080,0.040108,0.002448,0.002139,0.006857,0.021053,0.002002,0.011351,snore
0.199358,0.010048,3.140486,0.289809,0.258752,1.376525,0.004890,0.362147,-26.972414,1.761392,-0.033300,0.425057,0.444726,0.219054,0.094375,0.114069,0.233916,-0.195391,0.060100,-0.024280,0.103658,0.006154,0.003243,0.062867,0.007538,0.012656,0.004133,0.108025,0.001185,0.002734,0.010592,0.039277,0.003278,0.039746,0.081588,0.007998,0.121794,0.053385,0.017759,0.440419,0.002913,0.164691,0.752106,0.298658,0.236764,0.210132,0.188434,0.235353,0.177769,0.170194,0.159512,0.188614,0.150092,0.150003,0.147224,0.004804,0.003072,0.038332,0.005884,0.009304,0.003677,0.065802,0.000873,0.002017,0.009952,0.030508,0.003109,0.016016,snore
0.254347,0.007849,3.144138,0.322314,0.260003,1.566952,0.004865,0.431247,-27.266648,1.602436,0.158872,0.306773,0.441019,0.086947,0.108131,0.087929,0.182234,-0.095536,0.099678,0.028030,0.081558,0.006200,0.002194,0.064661,0.006131,0.013722,0.004223,0.086665,0.001714,0.003049,0.007424,0.030016,0.002382,0.032826,0.104081,0.007046,0.123768,0.055664,0.017058,0.430212,0.002685,0.153358,0.590106,0.262141,0.226452,0.202076,0.188439,0.222966,0.169475,0.159973,0.172160,0.192211,0.152596,0.148076,0.151091,0.005056,0.001577,0.043011,0.005036,0.010931,0.003015,0.060396,0.001908,0.002453,0.006046,0.023924,0.002064,0.016113,snore
0.206932,0.006026,3.117444,0.280651,0.246319,1.257709,0.005437,0.350206,-28.344770,1.908542,0.070475,0.369828,0.435445,0.278714,0.131880,0.069601,0.207116,-0.141005,0.046590,0.002364,0.113160,0.006334,0.002429,0.052703,0.007510,0.021848,0.004692,0.092993,0.001398,0.002388,0.010631,0.030694,0.002830,0.032930,0.068655,0.003211,0.127423,0.039676,0.016655,0.339231,0.002820,0.114570,0.770504,0.297334,0.272669,0.248067,0.208816,0.230936,0.189639,0.172125,0.160633,0.177790,0.152084,0.150718,0.142334,0.004783,0.001964,0.033423,0.007424,0.015821,0.003223,0.056663,0.001376,0.001850,0.008772,0.020785,0.002498,0.013956,snore
0.223693,0.003642,3.154787,0.306580,0.263476,1.514343,0.004394,0.420660,-27.832710,1.686487,0.013031,0.354854,0.416775,0.079482,0.139752,0.101451,0.203862,-0.070852,0.081953,-0.006964,0.082138,0.006554,0.002985,0.060181,0.006356,0.015030,0.004212,0.101913,0.001523,0.003596,0.009705,0.032672,0.002896,0.036115,0.070670,0.003150,0.095503,0.035919,0.013995,0.384484,0.002073,0.144671,0.470076,0.236164,0.243727,0.209256,0.191435,0.186262,0.153597,0.156368,0.158313,0.154137,0.143182,0.148632,0.138192,0.004556,0.002247,0.034929,0.004453,0.009623,0.003299,0.071718,0.001241,0.003037,0.007614,0.023682,0.002262,0.017421,snore
0.194928,0.008610,3.141687,0.278273,0.252295,1.343610,0.005710,0.370181,-27.531137,1.912932,-0.032731,0.439683,0.427467,0.262825,0.091465,0.069894,0.180214,-0.125526,0.082959,0.011818,0.124022,0.006556,0.002667,0.073955,0.007781,0.022729,0.005495,0.075793,0.001419,0.002917,0.012230,0.031476,0.002907,0.031866,0.058317,0.004551,0.098456,0.034323,0.014522,0.300990,0.002487,0.109156,0.669478,0.277666,0.252745,0.204490,0.194666,0.217019,0.163005,0.164640,0.158391,0.167129,0.132947,0.147891,0.134395,0.004788,0.001847,0.044536,0.006024,0.016017,0.003594,0.045309,0.001114,0.002032,0.008327,0.023035,0.002435,0.011166,snore
0.158666,0.009359,3.102976,0.237254,0.228768,1.098059,0.005507,0.254304,-27.286562,2.078747,-0.233793,0.467788,0.420879,0.438117,0.092086,0.025593,0.182747,-0.210354,0.037585,-0.007310,0.116614,0.005819,0.003179,0.062625,0.011332,0.025955,0.005931,0.072719,0.001868,0.002844,0.014520,0.031003,0.003354,0.029305,0.048837,0.005227,0.127246,0.037487,0.017076,0.325718,0.002397,0.088334,1.313082,0.354416,0.334806,0.248655,0.193361,0.274841,0.162901,0.178097,0.166839,0.201255,0.157226,0.140543,0.156076,0.004226,0.002406,0.036765,0.008785,0.017464,0.004374,0.047775,0.001647,0.002575,0.011149,0.021723,0.002574,0.012020,snore
0.159089,0.007634,3.103640,0.252508,0.244516,1.195633,0.005167,0.295542,-27.761127,1.933620,-0.109402,0.329424,0.388885,0.322173,0.082166,0.109800,0.199438,-0.116503,0.029220,0.033597,0.114265,0.006448,0.002872,0.067688,0.008521,0.020223,0.006158,0.095651,0.001479,0.003106,0.009634,0.038271,0.003190,0.035080,0.058301,0.005494,0.131189,0.039687,0.018002,0.367929,0.002418,0.124734,1.079302,0.342606,0.272658,0.221726,0.195683,0.271662,0.180574,0.161403,0.145472,0.175348,0.139675,0.143328,0.128171,0.003845,0.001968,0.036809,0.006966,0.013291,0.003777,0.052351,0.001332,0.002057,0.007458,0.019066,0.002074,0.012397,snore
0.159298,0.015801,3.107899,0.242008,0.233185,1.135853,0.005523,0.271194,-27.120749,1.987737,-0.244382,0.427590,0.332295,0.355103,0.123210,0.114168,0.199960,-0.226613,0.007037,-0.009458,0.149326,0.006685,0.003839,0.051662,0.010693,0.022724,0.005051,0.112590,0.001786,0.002685,0.010057,0.030067,0.003072,0.037188,0.056029,0.008485,0.120188,0.036985,0.019270,0.331023,0.002971,0.099781,1.159510,0.312379,0.306084,0.248881,0.231995,0.257302,0.190811,0.188812,0.195559,0.193415,0.160351,0.152917,0.144690,0.005084,0.003795,0.035299,0.008043,0.015268,0.003747,0.067247,0.001726,0.002137,0.008258,0.022629,0.002531,0.016200,snore
0.190488,0.004690,3.164074,0.276385,0.253452,1.368320,0.004714,0.328053,-28.033708,1.635129,0.023802,0.271516,0.381508,0.089057,0.129181,0.169611,0.212177,-0.114893,0.077631,-0.024288,0.123338,0.006754,0.003641,0.058842,0.007310,0.014602,0.004437,0.101413,0.001329,0.003343,0.008700,0.034976,0.004521,0.036693,0.067787,0.004808,0.098574,0.035438,0.014735,0.395452,0.002443,0.125052,0.621308,0.274871,0.247704,0.218832,0.212811,0.237002,0.198621,0.193676,0.161669,0.194926,0.155907,0.157246,0.158417,0.004979,0.003272,0.036967,0.005679,0.011223,0.003440,0.067327,0.001126,0.003063,0.007579,0.028838,0.004202,0.016253,snore
0.177036,0.004217,3.130061,0.270917,0.257498,1.284254,0.004876,0.343685,-28.248189,1.861686,-0.054933,0.325390,0.341894,0.150341,0.149697,0.104942,0.169625,-0.065995,0.068954,0.019785,0.084070,0.008219,0.003315,0.075430,0.008434,0.017368,0.006073,0.085922,0.001730,0.003574,0.010631,0.035001,0.003284,0.033794,0.059560,0.002240,0.124355,0.030825,0.011853,0.326628,0.002285,0.131535,0.425119,0.244218,0.211590,0.201189,0.189393,0.190746,0.167265,0.161343,0.168775,0.151196,0.158187,0.147977,0.134020,0.005906,0.002430,0.039846,0.006402,0.011814,0.004267,0.053865,0.001471,0.002604,0.007606,0.025028,0.002215,0.012515,snore
0.157949,0.005997,3.116982,0.260271,0.256804,1.188643,0.005321,0.285490,-27.351789,1.892682,-0.093684,0.412200,0.368797,0.202501,0.111117,0.104698,0.189613,-0.100758,0.065089,0.001297,0.113683,0.008018,0.003280,0.069704,0.007880,0.019726,0.005382,0.099187,0.001621,0.003303,0.013116,0.036599,0.003084,0.035771,0.058003,0.006180,0.119053,0.035745,0.016001,0.374690,0.002601,0.132281,0.778464,0.314897,0.253662,0.212311,0.200257,0.230685,0.169910,0.151671,0.156905,0.177537,0.148419,0.145371,0.138623,0.006103,0.002374,0.037433,0.006272,0.013366,0.003742,0.062564,0.001383,0.002404,0.010243,0.026347,0.002357,0.013919,snore
0.154303,0.012210,3.103694,0.241275,0.237362,1.095060,0.005473,0.285402,-27.020324,2.103609,-0.238246,0.398750,0.365967,0.360846,0.091225,0.024893,0.190362,-0.217824,0.039126,-0.002095,0.138472,0.007175,0.003125,0.059832,0.009940,0.023199,0.007742,0.102793,0.001931,0.002924,0.010031,0.030223,0.003198,0.035050,0.049689,0.007200,0.109301,0.038885,0.020530,0.336838,0.002347,0.109399,1.025359,0.313221,0.287271,0.203116,0.209462,0.250089,0.180241,0.152669,0.157296,0.155491,0.145790,0.136277,0.133679,0.005128,0.002202,0.037415,0.007418,0.014702,0.005001,0.054135,0.001680,0.002223,0.006576,0.019226,0.002219,0.013468,snore
0.138761,0.008466,3.111769,0.237557,0.242095,1.063742,0.005982,0.255292,-27.541335,2.068570,-0.178142,0.413659,0.365028,0.323625,0.126766,0.019877,0.163608,-0.165499,0.047815,0.002267,0.119148,0.007386,0.003118,0.063728,0.010688,0.024001,0.006870,0.097681,0.001584,0.003449,0.013797,0.033769,0.002967,0.035652,0.051800,0.005489,0.118118,0.033089,0.017499,0.325044,0.003274,0.108931,0.940099,0.315191,0.251816,0.212364,0.205410,0.226042,0.165767,0.148670,0.156928,0.175072,0.149970,0.138889,0.142646,0.006044,0.002369,0.039737,0.008521,0.016912,0.005233,0.066016,0.001244,0.002685,0.010066,0.025557,0.002112,0.015318,snore
0.167435,0.009093,3.110081,0.256979,0.246329,1.227246,0.006019,0.285902,-26.877422,1.773776,-0.133622,0.454267,0.384221,0.295272,0.149808,0.018720,0.231461,-0.134408,0.041784,-0.004255,0.135352,0.006186,0.003280,0.061393,0.009164,0.019149,0.005201,0.088904,0.001477,0.002907,0.011261,0.040693,0.003367,0.034448,0.068841,0.009159,0.158364,0.044793,0.019595,0.466513,0.003407,0.141094,1.068260,0.485657,0.292252,0.240078,0.266288,0.267659,0.207081,0.183720,0.167121,0.195296,0.166455,0.167891,0.157493,0.004498,0.003320,0.039244,0.007438,0.018256,0.004592,0.068919,0.001240,0.002265,0.008220,0.032457,0.002436,0.016702,snore
0.131811,0.009818,3.100101,0.232770,0.240028,1.068759,0.005336,0.239488,-27.022724,2.070963,-0.211217,0.395147,0.419022,0.398340,0.010362,-0.000947,0.198671,-0.209708,0.024977,-0.044611,0.116051,0.007727,0.003754,0.063431,0.014746,0.029559,0.007225,0.073534,0.001939,0.003749,0.013956,0.037698,0.003388,0.031634,0.044066,0.004766,0.136448,0.036135,0.017391,0.348148,0.002169,0.106912,1.170370,0.378889,0.316813,0.226940,0.193494,0.261470,0.178590,0.166270,0.166037,0.171743,0.147543,0.147282,0.142911,0.004910,0.002447,0.040240,0.011296,0.021768,0.005486,0.046321,0.001694,0.002961,0.010190,0.024932,0.002801,0.010909,snore
0.157556,0.024074,3.153751,0.250094,0.239742,1.288289,0.005455,0.317644,-26.069196,1.885684,-0.175652,0.367215,0.494578,0.324421,0.125800,0.061501,0.259946,-0.201288,0.062164,-0.015630,0.135364,0.006863,0.003042,0.083617,0.009732,0.021966,0.004953,0.072765,0.001663,0.003186,0.011789,0.031970,0.003509,0.036331,0.051545,0.012243,0.107232,0.034704,0.013804,0.386014,0.003007,0.099178,0.883297,0.352448,0.305566,0.247328,0.184992,0.239385,0.192680,0.173201,0.153735,0.169972,0.157193,0.157013,0.139710,0.004942,0.002513,0.042963,0.007811,0.019338,0.003406,0.055411,0.001480,0.002695,0.010605,0.023459,0.002672,0.015293,snore
0.165604,0.012173,3.142187,0.261039,0.250002,1.268481,0.005317,0.320697,-26.973877,1.777962,-0.041908,0.315022,0.416336,0.237138,0.119450,0.152800,0.264498,-0.182243,0.051239,-0.040572,0.107294,0.006677,0.003467,0.063189,0.008222,0.016762,0.004482,0.131201,0.001379,0.002927,0.008349,0.029551,0.003220,0.043960,0.061941,0.011027,0.106689,0.036927,0.014574,0.431924,0.003350,0.127094,0.932721,0.318403,0.261250,0.221425,0.192925,0.252804,0.188850,0.170762,0.161203,0.174698,0.152549,0.154061,0.149101,0.004902,0.002933,0.034509,0.006399,0.012741,0.003517,0.082452,0.001054,0.002275,0.006858,0.020578,0.002638,0.020100,snore
0.191871,0.006145,3.124848,0.283802,0.259689,1.376061,0.004562,0.362216,-26.542933,1.734015,0.094039,0.202249,0.405923,0.102849,0.179095,0.088169,0.269399,-0.090845,0.032569,-0.007660,0.129484,0.007562,0.003984,0.074633,0.007863,0.015443,0.004761,0.084069,0.001281,0.003072,0.011907,0.037412,0.003109,0.033376,0.061764,0.007670,0.124788,0.034200,0.014539,0.380119,0.001943,0.129197,0.750892,0.307972,0.226321,0.245291,0.190309,0.242386,0.200496,0.147237,0.165785,0.173218,0.144300,0.142889,0.154112,0.005436,0.003539,0.040457,0.006433,0.011584,0.003887,0.054058,0.001080,0.001946,0.008464,0.026094,0.002444,0.012440,snore
0.135497,0.014304,3.121533,0.235035,0.240487,1.064351,0.005712,0.264041,-26.848103,1.977134,-0.231520,0.405700,0.306049,0.368408,0.074536,0.211309,0.256505,-0.231749,0.016277,-0.045572,0.142593,0.006102,0.003642,0.071652,0.011960,0.018769,0.004596,0.112351,0.001461,0.002596,0.011733,0.035239,0.002859,0.042113,0.050082,0.009237,0.131208,0.032251,0.015826,0.375521,0.003080,0.120556,1.012281,0.350145,0.250923,0.252869,0.225150,0.256647,0.203245,0.196234,0.181763,0.169124,0.171443,0.149256,0.147755,0.004402,0.003382,0.044213,0.010930,0.012923,0.003860,0.081162,0.001161,0.002232,0.008506,0.026181,0.002223,0.018817,snore
0.171386,0.007381,3.150676,0.272376,0.260749,1.385707,0.004396,0.328994,-27.007064,1.667125,-0.164204,0.419023,0.315867,0.162168,0.002975,0.230180,0.260839,-0.170378,0.062509,-0.015840,0.153724,0.007145,0.004539,0.081024,0.009883,0.015330,0.005201,0.098861,0.001515,0.003010,0.008094,0.030886,0.003878,0.037617,0.052192,0.009130,0.126429,0.030534,0.011558,0.407850,0.002077,0.119941,0.615467,0.262518,0.219439,0.179726,0.150279,0.185525,0.177450,0.166083,0.174825,0.161312,0.150614,0.134253,0.133030,0.005221,0.003775,0.044536,0.007413,0.010263,0.003836,0.071553,0.001334,0.002229,0.005370,0.019216,0.003156,0.018175,snore
0.162368,0.004102,3.140675,0.272609,0.265259,1.243082,0.004504,0.285213,-26.669199,1.785294,-0.018924,0.241142,0.260355,0.155149,0.105825,0.206747,0.211017,-0.081133,0.053059,-0.002348,0.112551,0.008691,0.004466,0.080683,0.009836,0.019814,0.004976,0.086325,0.001467,0.003742,0.009210,0.035232,0.003641,0.035097,0.040704,0.005153,0.112598,0.022717,0.008598,0.318160,0.001805,0.109387,0.399602,0.216189,0.190513,0.206067,0.168098,0.174188,0.161394,0.157725,0.153618,0.163492,0.149643,0.159929,0.138811,0.006168,0.004420,0.041724,0.007273,0.015025,0.003728,0.054111,0.001177,0.002449,0.005857,0.024725,0.002925,0.013218,snore
0.125579,0.007841,3.086665,0.236079,0.246544,0.981503,0.005472,0.206210,-28.361765,2.062362,-0.133459,0.436581,0.334166,0.367347,0.044018,0.076301,0.142207,-0.126043,0.043011,0.004354,0.116415,0.007725,0.002826,0.082802,0.011944,0.024631,0.006506,0.091844,0.001679,0.003656,0.012504,0.036346,0.003002,0.037303,0.040579,0.004543,0.127003,0.032681,0.019860,0.289671,0.002589,0.089541,1.132992,0.278011,0.270202,0.197186,0.182302,0.254027,0.171814,0.156256,0.161549,0.187482,0.142265,0.144379,0.125215,0.005596,0.001879,0.043860,0.009910,0.016820,0.004957,0.059332,0.001362,0.002726,0.009009,0.025278,0.002323,0.013220,snore
0.130552,0.006094,3.109730,0.236198,0.242592,1.061284,0.005266,0.244603,-28.698473,1.997398,-0.150806,0.379594,0.316493,0.354471,0.031520,0.109095,0.156855,-0.178268,0.050525,-0.022420,0.108768,0.008637,0.003273,0.076243,0.010815,0.023001,0.006160,0.106017,0.001767,0.003409,0.011074,0.033195,0.003028,0.039901,0.034829,0.003785,0.122563,0.026440,0.015649,0.288012,0.002558,0.085848,0.990136,0.253700,0.243895,0.204246,0.184017,0.225192,0.177144,0.165017,0.147294,0.168149,0.144574,0.139587,0.142830,0.006297,0.002160,0.040197,0.008182,0.017813,0.004958,0.070400,0.001308,0.002473,0.007896,0.023066,0.002310,0.016633,snore
0.133048,0.010209,3.105501,0.243740,0.246859,1.083054,0.004823,0.247221,-28.165768,1.972554,-0.099329,0.384256,0.262461,0.331688,0.044368,0.060311,0.116701,-0.117573,0.035296,-0.007798,0.099423,0.007554,0.003090,0.076177,0.010799,0.022801,0.006725,0.102457,0.001940,0.004009,0.010885,0.033147,0.003234,0.037485,0.039406,0.007531,0.120815,0.033613,0.019566,0.303593,0.001916,0.096433,1.300336,0.310118,0.271450,0.216368,0.171590,0.240439,0.165207,0.155624,0.158929,0.176426,0.147474,0.134629,0.135336,0.004670,0.002188,0.042144,0.007938,0.015233,0.004627,0.057686,0.001473,0.003015,0.007299,0.020975,0.002250,0.013299,snore
0.118178,0.007030,3.061208,0.235693,0.251139,0.918232,0.006075,0.200156,-27.392247,2.033311,-0.133625,0.410977,0.385581,0.349807,0.074309,0.061921,0.169830,-0.100901,0.044422,0.006964,0.095309,0.007104,0.002611,0.089191,0.008534,0.019954,0.005155,0.123170,0.001630,0.003237,0.009813,0.035738,0.002783,0.046614,0.043837,0.007041,0.168782,0.040852,0.021331,0.354133,0.003657,0.118201,1.185464,0.344358,0.308774,0.189340,0.198641,0.288871,0.162366,0.155505,0.154754,0.198751,0.154208,0.140944,0.128779,0.005481,0.001973,0.049057,0.006850,0.014778,0.003719,0.081859,0.001400,0.002518,0.007294,0.025355,0.002225,0.018095,snore
0.135842,0.008520,3.100057,0.241768,0.248554,1.026944,0.005376,0.251336,-27.343337,2.167215,-0.259454,0.439862,0.315142,0.462080,0.054688,0.044400,0.108751,-0.125240,0.022587,0.028740,0.112914,0.007592,0.003177,0.067183,0.011851,0.026662,0.007546,0.075828,0.002550,0.003925,0.015278,0.038739,0.003387,0.031496,0.051354,0.005658,0.138259,0.046879,0.023789,0.342560,0.002370,0.120010,1.418556,0.343348,0.282753,0.201573,0.196883,0.263289,0.165986,0.150249,0.155584,0.187943,0.151866,0.134919,0.135894,0.004964,0.002394,0.040616,0.009242,0.019096,0.005211,0.048272,0.002257,0.003060,0.010422,0.024150,0.002403,0.011626,snore
0.145470,0.014514,3.106106,0.237842,0.238520,1.085830,0.005441,0.274936,-26.412537,2.268425,-0.456290,0.456729,0.171866,0.496369,0.058303,0.188054,0.177779,-0.217280,-0.005847,-0.043572,0.113467,0.006717,0.004820,0.057859,0.013231,0.023105,0.007191,0.076848,0.002131,0.003222,0.016152,0.039291,0.003411,0.031640,0.050613,0.008951,0.144977,0.042632,0.023568,0.336074,0.002602,0.114327,1.228920,0.335272,0.283010,0.214912,0.176042,0.225379,0.169416,0.160889,0.164338,0.181424,0.143758,0.118920,0.131969,0.004933,0.003276,0.033162,0.008735,0.015122,0.004637,0.052737,0.001832,0.002130,0.011954,0.026024,0.002143,0.012443,snore
